g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final	g006369.m1_yHMPu5000035270_wickerhamomyces_chambardii_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g008626.m1_yHMPu5000037906_candida_glucosophila_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000096.m1_yHMPu5000034606_priceomyces_medius_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001326.m1_yHMPu5000035294_candida_fermenticarens_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005290.m1_yHMPu5000035295_priceomyces_melissophilus_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002066.m1_yHMPu5000037889_candida_pseudofarinosa_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002055.m1_yHMPu5000035032_candida_gatunensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003435.m1_yHMPu5000035028_candida_tritomae_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001217.m1_yHMPu5000035031_Candida_kruisii_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005569.m1_yHMPu5000035033_candida_cretensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001933.m1_yHMPu5000037925_candida_aglyptinia_170210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005322.m1_yHMPu5000035034_candida_barrocoloradensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000643.m1_yHMPu5000035035_candida_atbi_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005477.m1_yHMPu5000038318_teunomyces_stri_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001487.m1_yHMPu5000038320_teunomyces_funiuensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001958.m1_yHMPu5000034642_candida_zeylanoides_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005132.m1_yHMPu5000037885_candida_sake_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005782.m1_yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004871.m1_yHMPu5000034999_cephaloascus_fragrans_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000184.m1_yHMPu5000037253_nematodospora_anomalae_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004263.m1_yHMPu5000035660_priceomyces_haplophilus_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004603.m1_yHMPu5000035297_priceomyces_castillae_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002648.m1_yHMPu5000035296_priceomyces_carsonii_160928.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004332.m1_yHMPu5000035329_candida_saitoana_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002996.m1_yHMPu5000034657_candida_pseudoglaebosa_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000352.m1_yHMPu5000034656_candida_glaebosa_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000677.m1_yHMPu5000038079_Candida_tanticharoeniae_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001123.m1_yHMPu5000034647_candida_savonica_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000453.m1_yHMPu5000038402_candida_andamanensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002887.m1_yHMPu5000035246_candida_insectorum_160928.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002927.m1_yHMH393_Yamadazyma_sp_nov_plate33_MASURCA.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005564.m1_yHMPu5000035002_candida_buenavistaensis_160519.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g006025.m1_yHMPu5000035715_candida_gigantensis_160519.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001775.m1_candida_dubliniensis.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000978.m1_yHMPu5000037222_suhomyces_faveliae_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004910.m1_yHQL142_Suhomyces_sp_nov_plate33_DISCOVAR.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004758.m1_yHMPu5000035016_candida_bolitotheri_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000505.m1_yHMPu5000035018_candida_canberraensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002153.m1_yHMPu5000035008_candida_vadensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005513.m1_yHMPu5000035011_candida_pyralidae_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000993.m1_yHMPu5000035012_candida_prunicola_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001114.m1_yHMPu5000040910_suhomyces_kilbournensis_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000691.m1_yHKS641_Suhomyces_sp_nov_plate33_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000977.m1_yHMPu5000035006_candida_xylopsoci_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000107.m1_yHMPu5000035679_candida_rhagii_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000656.m1_yHMPu5000035680_candida_pseudorhagii_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005520.m1_yHMPu5000035318_hyphopichia_heimii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005706.m1_yHQL527_Metschnikowia_sp_nov_plate33_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002702.m1_yHMPu5000035681_candida_gotoi_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005677.m1_yHMPu5000037240_candida_sp_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001472.m1_yHMPu5000041825_debaryomyces_robertsiae_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005073.m1_yHMPu5000037873_debaryomyces_udenii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004591.m1_yHMPu5000041713_debaryomyces_maramus_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003001.m1_yHMPu5000034992_candida_maltosa_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005452.m1_yHMPu5000035664_candida_carpophila_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000208.m1_yHMPu5000035662_meyerozyma_caribbica_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004592.m1_yHMPu5000035663_Meyerozyma_guilliermondii_MASURCA.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004975.m1_meyerozyma_guilliermondii.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003517.m1_yHMPu5000034632_candida_athensensis_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003297.m1_yHMPu5000034633_candida_smithsonii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001838.m1_yHMPu5000037223_hyphopichia_buzzinii_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005543.m1_yHMPu5000035027_candida_ambrosiae_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005122.m1_yHMPu5000035333_candida_silvanorum_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005356.m1_yHMPu5000041793_schwanniomyces_etchellsii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003012.m1_yHMPu5000041810_metschnikowia_drosophilae_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003493.m1_yHMPu5000038330_metschnikowia_laotica_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002724.m1_spathaspora_arborariae.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002365.m1_yHMPu5000034973_danielozyma_ontarioensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004283.m1_yHMPu5000035330_candida_entomophila_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005110.m1_yHDO569_candida_sp_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005521.m1_yHMPu5000038356_candida_thailandica_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005060.m1_yHDO585_candida_citri_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001534.m1_yHMPu5000035709_candida_dosseyi_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003140.m1_yHMPu5000038355_candida_suratensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004292.m1_yHMPu5000035335_candida_blattae_160928.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002927.m1_yHMPu5000038392_candida_ecuadorensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000505.m1_yHMPu5000034983_candida_tsuchiyae_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001399.m1_yHMPu5000038387_candida_inulinophila_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004969.m1_yHMPu5000041846_candida_picinguabensis_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000359.m1_yHMPu5000041842_candida_saopaulonensis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003189.m1_yHMPu5000034984_candida_sharkiensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000338.m1_yHMPu5000040932_candida_flosculorum_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000513.m1_yHMPu5000038383_candida_middelhoveniana_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003316.m1_yHMPu5000038368_candida_pseudoflosculorum_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002607.m1_yHMPu5000038406_candida_berkhoutiae_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004915.m1_yHMPu5000038390_candida_ezoensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002233.m1_yHMPu5000038373_candida_nongkhaiensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004889.m1_yHMPu5000038374_candida_jiufengensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002534.m1_yHMPu5000038367_candida_pseudojiufengensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002254.m1_yHMPu5000037857_scheffersomyces_spartiniae_170210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g006573.m1_yHMPu5000038324_scheffersomyces_gosingicus_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005888.m1_yHMPu5000040947_metschnikowia_gruessii_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002086.m1_yHKB443_Metschnikowia_sp_nov_plate33_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003849.m1_yHMPu5000041861_candida_gelsemii_170307.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004140.m1_yHMPu5000037867_metschnikowia_fructicola_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002402.m1_yHMPu5000041840_candida_wancherniae_160928.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004713.m1_yHMPu5000041862_candida_golubevii_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000633.m1_yHMPu5000037868_metschnikowia_bicuspidata_var_californica_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002962.m1_yHMPu5000038328_Metschnikowia_henanensis_SPADES.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000537.m1_yHMPu5000037890_candida_pimensis_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001413.m1_yHMPu5000038329_metschnikowia_koreensis_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004850.m1_yHMPu5000037869_metschnikowia_australis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001277.m1_yHMPu5000041804_metschnikowia_vanudenii_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002858.m1_yHMPu5000041805_metschnikowia_sinensis_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000056.m1_yHMPu5000038331_metschnikowia_lopburiensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003076.m1_yHMPu5000034592_metschnikowia_bicuspidata_var_bicuspidata_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003687.m1_yHMPu5000041806_metschnikowia_agaves_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005236.m1_yHMPu5000037202_metschnikowia_peoriensis_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001064.m1_yHMPu5000038103_candida_melibiosica_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000149.m1_yHMPu5000041808_metschnikowia_caudata_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002550.m1_yHMPu5000038405_candida_baotianensis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001080.m1_yHMPu5000037898_candida_kofuensis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000708.m1_yHMPu5000037208_metschnikowia_baotianmanensis_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000893.m1_yHMPu5000041857_candida_chrysomelidarum_160928.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002573.m1_yHMPu5000041812_metschnikowia_kunwiensis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003454.m1_yHMPu5000037864_metschnikowia_viticola_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001290.m1_yHMPu5000041813_metschnikowia_lunata_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000951.m1_yHMPu5000041814_metschnikowia_noctiluminum_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000405.m1_yHMPu5000035704_candida_rhizophorensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001327.m1_yHMPu5000037866_metschnikowia_lachancei_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001050.m1_yHMJ9_Metschnikowia_sp_nov_plate34_DISCOVAR.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001057.m1_yHMPu5000034652_candida_derodonti_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000106.m1_yHMPu5000037201_metschnikowia_rubicola_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000362.m1_yHMPu5000037867_metschnikowia_fructicola_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001746.m1_yHMPu5000041732_metschnikowia_pulcherrima_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000939.m1_yHMPu5000034658_clavispora_lusitaniae_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002019.m1_clavispora_lusitaniae.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002787.m1_yHMPu5000034986_candida_oregonensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000183.m1_yHMPu5000038354_candida_succicola_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001023.m1_yHMPu5000038332_metschnikowia_saccharicola_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002139.m1_yHMPu5000038404_candida_bambusicola_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002421.m1_yHMPu5000040925_candida_robnettiae_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003832.m1_yHMPu5000034987_candida_intermedia_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004149.m1_yHMPu5000034985_candida_pseudointermedia_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005056.m1_yHMPu5000041854_candida_aechmeae_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002421.m1_yHMPu5000034982_candida_ubatubensis_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003784.m1_yHMPu5000035334_clavispora_opuntiae_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005316.m1_yHMPu5000038066_clavispora_reshetovae_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001712.m1_yHMPu5000037863_metschnikowia_zobellii_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004314.m1_yHMPu5000037200_metschnikowia_anglica_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004821.m1_yHMPu5000041807_metschnikowia_bicuspidata_var_chathamia_190924.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002803.m1_yHMPu5000041811_metschnikowia_krissii_170307.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005364.m1_yHMPu5000035305_metschnikowia_corniflorae_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004143.m1_yHMPu5000037865_metschnikowia_reukaufii_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004587.m1_yHMPu5000038359_candida_touchengensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004396.m1_yHMPu5000038377_candida_kutaonensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004057.m1_yHMPu5000038395_candida_danieliae_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005440.m1_yHMPu5000041855_candida_ascalaphidarum_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004300.m1_yHMPu5000035682_hyphopichia_burtonii_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003421.m1_yHMPu5000038375_candida_khmerensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003015.m1_yHMPu5000038061_hyphopichia_pseudoburtonii_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005076.m1_yHMPu5000038062_candida_wangnamkhiaoensis_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005240.m1_yHMPu5000035317_candida_fennica_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000448.m1_yHMPu5000035720_candida_chilensis_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002331.m1_yHMPu5000034993_candida_metapsilosis_170307.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003143.m1_yHKB357_New_Genus_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000107.m1_yHMPu5000038379_candida_lidongshanica_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003194.m1_yHMPu5000038060_kodamaea_kakaduensis_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001597.m1_yHMPu5000034993_candida_metapsilosis_170307.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003510.m1_yHMPu5000035713_candida_chauliodes_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003800.m1_yHMPu5000035306_candida_elateridarum_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002543.m1_yHMPu5000035721_candida_asparagi_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002429.m1_yHMPu5000034988_candida_fructus_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001182.m1_yHMPu5000038348_candida_vitiphila_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003217.m1_yHMPu5000038370_candida_phyllophila_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005204.m1_yHMPu5000037916_candida_carvajalis_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002313.m1_yHMPu5000038089_candida_pseudoaaseri_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002137.m1_yHMPu5000035251_candida_aaseri_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004909.m1_yHMPu5000037902_candida_michaelii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000836.m1_yHMPu5000035307_millerozyma_farinosa_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003252.m1_yHMPu5000040914_millerozyma_miso_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002373.m1_yHMPu5000037903_candida_multigemmis_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002339.m1_yHMPu5000034650_candida_mesenterica_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002676.m1_spathaspora_boniae.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005613.m1_yHKB357_New_Genus_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000723.m1_yHMPu5000038344_debaryomyces_singareniensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004585.m1_yHMPu5000041838_candida_tolerans_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004855.m1_yHMPu5000035706_candida_mogii_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001175.m1_yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001239.m1_yHMPu5000034648_candida_restingae_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003800.m1_yHMPu5000034651_candida_leandrae_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003049.m1_yHMPu5000034654_aciculoconidium_aculeatum_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002411.m1_yHMPu5000035677_kodamaea_ohmeri_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003518.m1_yHMPu5000026273_kodamaea_nitidulidarum_170307.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004492.m1_yHMPu5000034664_kodamaea_anthophila_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001227.m1_yHMPu5000038380_candida_loeiensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003804.m1_yHMPu5000038090_candida_pseudocylindracea_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002769.m1_yHMPu5000037913_candida_cylindracea_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002554.m1_yHMPu5000035043_babjeviella_inositovora_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000262.m1_yHMPu5000041839_candida_torresii_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001380.m1_yHMPu5000038121_candida_hungchunana_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004432.m1_yHMPu5000035257_wickerhamomyces_strasburgensis_170307.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005831.m1_yHMPu5000037904_candida_nakhonratchasimensis_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003894.m1_yHMPu5000038345_cyberlindnera_veronae_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000280.m1_yHMPu5000034980_cyberlindnera_lachancei_160519.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003324.m1_yHMPu5000037870_candida_sp_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002921.m1_yHMPu5000035260_candida_peoriensis_170713.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002940.m1_yHMPu5000038346_cyberlindnera_rhodanensis_170713.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003805.m1_yHMPu5000035325_cyberlindnera_petersonii_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g001960.m1_yHMPu5000035689_candida_mycetangii_160613.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002029.m1_yHMPu5000034967_candida_freyschussii_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000562.m1_yHMPu5000034594_Starmera_quercuum_p31_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004972.m1_yHMPu5000037872_cyberlindnera_euphorbiiphila_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003323.m1_yHMPu5000038105_candida_maesa_201018.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004360.m1_yHMPu5000035698_cyberlindnera_meyerae_160519.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002132.m1_yHMPu5000026073_candida_easanensis_180604.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005882.m1_yHMPu5000034971_candida_sp_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g005933.m1_yHMPu5000034968_candida_maritima_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003567.m1_yHMPu5000038084_candida_stauntonica_170912.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004347.m1_yHMPu5000035700_cyberlindnera_japonica_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003895.m1_yHMPu5000035688_Cyberlindnera_xylosilytica_SPADES.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002830.m1_yHMPu5000038067_cyberlindnera_bimundalis_190924.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g000418.m1_yHMPu5000038068_cyberlindnera_samutprakarnensis_170912.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003815.m1_yHMPu5000035336_cyberlindnera_jadinii_180604.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003299.m1_yHMPu5000035701_cyberlindnera_fabianii_160519.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g002264.m1_yHMPu5000035268_wickerhamomyces_hampshirensis_160928.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g003204.m1_yHMPu5000037227_cyberlindnera_xishuangbannaensis_210210.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004271.m1_yHMPu5000035702_cyberlindnera_amylophila_160613.haplomerger2.final
g005224.m1_yHMPu5000035332_candida_insectalens_201018.final	g004354.m1_yHMPu5000035337_cyberlindnera_mississippiensis_190924.final
